date,total_confirmed,total_deaths,total_recovered,people_fully_vaccinated,total_boosters,daily_vaccinations,daily_new_cases,daily_new_deaths
2022-08-31,3880229,61814,3818415,,,124362.0,1495.0,41.0
2022-09-01,3883957,61864,3822093,72568579.0,18095217.0,126900.0,3728.0,50.0
2022-09-02,3886395,61910,3824485,,,129111.0,2438.0,46.0
2022-09-03,3889160,61962,3827198,,,128783.0,2765.0,52.0
2022-09-04,3891418,62011,3829407,,,128455.0,2258.0,49.0
2022-09-05,3893573,62062,3831511,,,128127.0,2155.0,51.0
2022-09-06,3894840,62118,3832722,,,127799.0,1267.0,56.0
2022-09-07,3896541,62167,3834374,,,127471.0,1701.0,49.0
2022-09-08,3898882,62206,3836676,72747959.0,18508543.0,127143.0,2341.0,39.0
2022-09-09,3901033,62249,3838784,,,120614.0,2151.0,43.0
2022-09-10,3904133,62288,3841845,,,114085.0,3100.0,39.0
2022-09-11,3906269,62304,3843965,,,107557.0,2136.0,16.0
2022-09-12,3908295,62342,3845953,,,101028.0,2026.0,38.0
2022-09-13,3909772,62382,3847390,,,94499.0,1477.0,40.0
2022-09-14,3911487,62416,3849071,,,87970.0,1715.0,34.0
2022-09-15,3913536,62447,3851089,72853661.0,18779611.0,81441.0,2049.0,31.0
2022-09-16,3916162,62479,3853683,,,83636.0,2626.0,32.0
2022-09-17,3918329,62514,3855815,,,85831.0,2167.0,35.0
2022-09-18,3920693,62549,3858144,,,88026.0,2364.0,35.0
2022-09-19,3923727,62587,3861140,,,90221.0,3034.0,38.0
2022-09-20,3925326,62620,3862706,,,92416.0,1599.0,33.0
2022-09-21,3927120,62657,3864463,,,94611.0,1794.0,37.0
2022-09-22,3929819,62695,3867124,72976259.0,19110988.0,96806.0,2699.0,38.0
2022-09-23,3932155,62730,3869425,,,101385.0,2336.0,35.0
2022-09-24,3934778,62759,3872019,,,105965.0,2623.0,29.0
2022-09-25,3938203,62790,3875413,,,110544.0,3425.0,31.0
2022-09-26,3940201,62819,3877382,,,115123.0,1998.0,29.0
2022-09-27,3941656,62849,3878807,,,119703.0,1455.0,30.0
2022-09-28,3943153,62882,3880271,,,124282.0,1497.0,33.0
2022-09-29,3945566,62916,3882650,73122738.0,19588463.0,128861.0,2413.0,34.0
2022-09-30,3948040,62947,3885093,,,127738.0,2474.0,31.0
2022-10-01,3951766,62981,3888785,,,126614.0,3726.0,34.0
2022-10-02,3953886,63013,3890873,,,125491.0,2120.0,32.0
2022-10-03,3955758,63042,3892716,,,124367.0,1872.0,29.0
2022-10-04,3957112,63078,3894034,,,123243.0,1354.0,36.0
2022-10-05,3958786,63111,3895675,,,122120.0,1674.0,33.0
2022-10-06,3961349,63149,3898200,73261465.0,20016781.0,120996.0,2563.0,38.0
2022-10-07,3963666,63191,3900475,,,114351.0,2317.0,42.0
2022-10-08,3965865,63230,3902635,,,107705.0,2199.0,39.0
2022-10-09,3967861,63264,3904597,,,101060.0,1996.0,34.0
2022-10-10,3969987,63297,3906690,,,94415.0,2126.0,33.0
2022-10-11,3971455,63329,3908126,,,87769.0,1468.0,32.0
2022-10-12,3973091,63363,3909728,,,81124.0,1636.0,34.0
2022-10-13,3975884,63403,3912481,73362164.0,20261137.0,74479.0,2793.0,40.0
2022-10-14,3978354,63439,3914915,,,71736.0,2470.0,36.0
2022-10-15,3980629,63477,3917152,,,68994.0,2275.0,38.0
2022-10-16,3982965,63510,3919455,,,66252.0,2336.0,33.0
2022-10-17,3984815,63547,3921268,,,63510.0,1850.0,37.0
2022-10-18,3986028,63581,3922447,,,60767.0,1213.0,34.0
2022-10-19,3987316,63625,3923691,,,58025.0,1288.0,44.0
2022-10-20,3989556,63669,3925887,73449131.0,20425579.0,55283.0,2240.0,44.0
2022-10-21,3991441,63706,3927735,,,54021.0,1885.0,37.0
2022-10-22,3993148,63742,3929406,,,52760.0,1707.0,36.0
2022-10-23,3994634,63779,3930855,,,51498.0,1486.0,37.0
2022-10-24,3995967,63814,3932153,,,50236.0,1333.0,35.0
2022-10-25,3996818,63846,3932972,,,48975.0,851.0,32.0
2022-10-26,3997941,63883,3934058,,,47713.0,1123.0,37.0
2022-10-27,3999226,63921,3935305,73524190.0,20561136.0,46451.0,1285.0,38.0
2022-10-28,4000783,63959,3936824,,,43813.0,1557.0,38.0
2022-10-29,4002080,63995,3938085,,,41174.0,1297.0,36.0
2022-10-30,4003459,64033,3939426,,,38535.0,1379.0,38.0
2022-10-31,4004465,64074,3940391,,,35896.0,1006.0,41.0
2022-11-01,4005157,64109,3941048,,,33257.0,692.0,35.0
2022-11-02,4005840,64145,3941695,,,30618.0,683.0,36.0
2022-11-03,4006635,64179,3942456,,,27979.0,795.0,34.0
2022-11-04,4007318,64211,3943107,,,27979.0,683.0,32.0
2022-11-05,4008550,64240,3944310,,,27979.0,1232.0,29.0
2022-11-06,4009466,64274,3945192,,,27979.0,916.0,34.0
2022-11-07,4011026,64291,3946735,,,27979.0,1560.0,17.0
2022-11-08,4011625,64298,3947327,,,27979.0,599.0,7.0
2022-11-09,4012868,64322,3948546,,,27979.0,1243.0,24.0
2022-11-10,4014039,64329,3949710,73615441.0,20724926.0,27979.0,1171.0,7.0
2022-11-11,4015266,64355,3950911,,,29700.0,1227.0,26.0
2022-11-12,4016401,64382,3952019,,,31420.0,1135.0,27.0
2022-11-13,4018253,64387,3953866,,,33141.0,1852.0,5.0
2022-11-14,4019163,64405,3954758,,,34861.0,910.0,18.0
2022-11-15,4020240,64420,3955820,,,36582.0,1077.0,15.0
2022-11-16,4020965,64432,3956533,,,38302.0,725.0,12.0
2022-11-17,4022127,64441,3957686,73686596.0,20838363.0,40023.0,1162.0,9.0
2022-11-18,4023798,64458,3959340,,,39550.0,1671.0,17.0
2022-11-19,4024956,64468,3960488,,,39077.0,1158.0,10.0
2022-11-20,4025917,64476,3961441,,,38604.0,961.0,8.0
2022-11-21,4026895,64485,3962410,,,38131.0,978.0,9.0
2022-11-22,4027469,64500,3962969,,,37659.0,574.0,15.0
2022-11-23,4028187,64504,3963683,,,37186.0,718.0,4.0
2022-11-24,4029201,64524,3964677,73738568.0,20946059.0,36713.0,1014.0,20.0
2022-11-25,4030572,64548,3966024,,,35453.0,1371.0,24.0
2022-11-26,4032326,64571,3967755,,,34194.0,1754.0,23.0
2022-11-27,4033682,64594,3969088,,,32934.0,1356.0,23.0
2022-11-28,4034658,64608,3970050,,,31675.0,976.0,14.0
2022-11-29,4035487,64620,3970867,,,30416.0,829.0,12.0
2022-11-30,4036277,64641,3971636,,,29156.0,790.0,21.0
2022-12-01,4037547,64658,3972889,73762731.0,21072029.0,27897.0,1270.0,17.0
2022-12-02,4038716,64682,3974034,,,28868.0,1169.0,24.0
2022-12-03,4039978,64701,3975277,,,29839.0,1262.0,19.0
2022-12-04,4041023,64725,3976298,,,30810.0,1045.0,24.0
2022-12-05,4042182,64750,3977432,,,31782.0,1159.0,25.0
2022-12-06,4042936,64770,3978166,,,32753.0,754.0,20.0
2022-12-07,4044000,64794,3979206,,,33724.0,1064.0,24.0
2022-12-08,4045358,64820,3980538,,,34695.0,1358.0,26.0
2022-12-09,4046849,64845,3982004,,,34695.0,1491.0,25.0
2022-12-10,4047878,64856,3983022,,,34695.0,1029.0,11.0
2022-12-11,4049042,64880,3984162,,,34695.0,1164.0,24.0
2022-12-12,4050045,64902,3985143,,,34695.0,1003.0,22.0
2022-12-13,4050866,64921,3985945,,,34695.0,821.0,19.0
2022-12-14,4051754,64944,3986810,,,34695.0,888.0,23.0
2022-12-15,4052967,64968,3987999,73875746.0,21232041.0,34695.0,1213.0,24.0
2022-12-16,4054159,64995,3989164,,,31839.0,1192.0,27.0
2022-12-17,4055396,65034,3990362,,,28982.0,1237.0,39.0
2022-12-18,4056239,65064,3991175,,,26125.0,843.0,30.0
2022-12-19,4057129,65094,3992035,,,23268.0,890.0,30.0
2022-12-20,4057629,65127,3992502,,,20411.0,500.0,33.0
2022-12-21,4058465,65142,3993323,,,17554.0,836.0,15.0
2022-12-22,4059369,65172,3994197,,,14697.0,904.0,30.0
2022-12-23,4060236,65193,3995043,,,14697.0,867.0,21.0
2022-12-24,4060960,65215,3995745,,,14697.0,724.0,22.0
2022-12-25,4061663,65236,3996427,,,14697.0,703.0,21.0
2022-12-26,4062191,65262,3996929,,,14697.0,528.0,26.0
2022-12-27,4062511,65283,3997228,,,14697.0,320.0,21.0
2022-12-28,4062659,65309,3997350,,,14697.0,148.0,26.0
2022-12-29,4063316,65332,3997984,73920177.0,21318580.0,14697.0,657.0,23.0
2022-12-30,4063816,65359,3998457,,,13793.0,500.0,27.0
2022-12-31,4064443,65385,3999058,,,12889.0,627.0,26.0
2023-01-01,4064779,65397,3999382,,,11984.0,336.0,12.0
2023-01-02,4065173,65415,3999758,,,11080.0,394.0,18.0
2023-01-03,4065173,65435,3999738,,,10175.0,0.0,20.0
2023-01-04,4065569,65445,4000124,,,9271.0,396.0,10.0
2023-01-05,4065910,65451,4000459,73937435.0,21341197.0,8366.0,341.0,6.0
2023-01-06,4066527,65454,4001073,,,8763.0,617.0,3.0
2023-01-07,4067170,65464,4001706,,,9160.0,643.0,10.0
2023-01-08,4067678,65476,4002202,,,9557.0,508.0,12.0
2023-01-09,4068054,65486,4002568,,,9954.0,376.0,10.0
2023-01-10,4068425,65498,4002927,,,10351.0,371.0,12.0
2023-01-11,4068802,65509,4003293,,,10748.0,377.0,11.0
2023-01-12,4069147,65526,4003621,73946192.0,21377463.0,11145.0,345.0,17.0
2023-01-13,4069734,65553,4004181,,,11550.0,587.0,27.0
2023-01-14,4070136,65575,4004561,,,11955.0,402.0,22.0
2023-01-15,4070287,65590,4004697,,,12360.0,151.0,15.0
2023-01-16,4070591,65614,4004977,,,12766.0,304.0,24.0
2023-01-17,4070675,65618,4005057,,,13171.0,84.0,4.0
2023-01-18,4071013,65637,4005376,,,13576.0,338.0,19.0
2023-01-19,4071151,65654,4005497,73960026.0,21425727.0,13981.0,138.0,17.0
2023-01-20,4071445,65674,4005771,,,14335.0,294.0,20.0
2023-01-21,4071540,65680,4005860,,,14688.0,95.0,6.0
2023-01-22,4071963,65694,4006269,,,15042.0,423.0,14.0
2023-01-23,4072035,65716,4006319,,,15396.0,72.0,22.0
2023-01-24,4072188,65726,4006462,,,15750.0,153.0,10.0
2023-01-25,4072261,65730,4006531,,,16103.0,73.0,4.0
2023-01-26,4072488,65735,4006753,,,16457.0,227.0,5.0
2023-01-27,4072592,65753,4006839,,,16457.0,104.0,18.0
2023-01-28,4072844,65757,4007087,,,16457.0,252.0,4.0
2023-01-29,4072911,65767,4007144,,,16457.0,67.0,10.0
2023-01-30,4073216,65775,4007441,,,16457.0,305.0,8.0
2023-01-31,4073203,65779,4007424,,,16457.0,-13.0,4.0
2023-02-01,4073454,65802,4007652,,,16457.0,251.0,23.0
2023-02-02,4073504,65810,4007694,73993688.0,21535537.0,16457.0,50.0,8.0
2023-02-03,4073706,65824,4007882,,,16594.0,202.0,14.0
2023-02-04,4073739,65839,4007900,,,16730.0,33.0,15.0
2023-02-05,4073826,65851,4007975,,,16867.0,87.0,12.0
2023-02-06,4073851,65865,4007986,,,17004.0,25.0,14.0
2023-02-07,4073980,65875,4008105,,,17140.0,129.0,10.0
2023-02-08,4074095,65886,4008209,,,17277.0,115.0,11.0
2023-02-09,4074299,65904,4008395,74009826.0,21589980.0,17414.0,204.0,18.0
2023-02-10,4074339,65924,4008415,,,16778.0,40.0,20.0
2023-02-11,4074563,65938,4008625,,,16143.0,224.0,14.0
2023-02-12,4074691,65949,4008742,,,15507.0,128.0,11.0
2023-02-13,4074838,65958,4008880,,,14872.0,147.0,9.0
2023-02-14,4074821,65968,4008853,,,14236.0,-17.0,10.0
2023-02-15,4075049,65985,4009064,,,13601.0,228.0,17.0
2023-02-16,4075073,65999,4009074,74019226.0,21642800.0,12965.0,24.0,14.0
2023-02-17,4075259,66006,4009253,,,12912.0,186.0,7.0
2023-02-18,4075324,66008,4009316,,,12859.0,65.0,2.0
2023-02-19,4075524,66021,4009503,,,12806.0,200.0,13.0
2023-02-20,4075545,66030,4009515,,,12752.0,21.0,9.0
2023-02-21,4075611,66039,4009572,,,12699.0,66.0,9.0
2023-02-22,4075757,66051,4009706,,,12646.0,146.0,12.0
2023-02-23,4075812,66063,4009749,74031671.0,21681668.0,12593.0,55.0,12.0
2023-02-24,4076014,66076,4009938,,,12686.0,202.0,13.0
2023-02-25,4076064,66083,4009981,,,12780.0,50.0,7.0
2023-02-26,4076237,66097,4010140,,,12874.0,173.0,14.0
2023-02-27,4076237,66108,4010129,,,12968.0,0.0,11.0
2023-02-28,4076307,66111,4010196,,,13061.0,70.0,3.0
2023-03-01,4076418,66118,4010300,,,13155.0,111.0,7.0
2023-03-02,4076570,66126,4010444,74044290.0,21726081.0,13249.0,152.0,8.0
2023-03-03,4076704,66133,4010571,,,12414.0,134.0,7.0
2023-03-04,4076866,66143,4010723,,,11579.0,162.0,10.0
2023-03-05,4077002,66153,4010849,,,10744.0,136.0,10.0
2023-03-06,4077109,66160,4010949,,,9909.0,107.0,7.0
2023-03-07,4077183,66167,4011016,,,9074.0,74.0,7.0
2023-03-08,4077302,66176,4011126,,,8239.0,119.0,9.0
2023-03-09,4077452,66188,4011264,74049515.0,21756899.0,7404.0,150.0,12.0
